Seasons	Time	Price
May	213	0.04693
May	214	0.04693
May	215	0.04308
May	216	0.04308
May	217	0.03822
May	218	0.03822
May	219	0.0377
May	220	0.0377
May	221	0.03721
May	222	0.03721
May	223	0.03738
May	224	0.03738
May	225	0.0427
May	226	0.0427
May	227	0.0489
May	228	0.0489
May	229	0.05048
May	230	0.05048
May	231	0.05198
May	232	0.05198
May	233	0.05145
May	234	0.05145
May	235	0.05122
May	236	0.05122
May	237	0.04847
May	238	0.04847
May	239	0.04406
May	240	0.04406
May	241	0.04
May	242	0.04
May	243	0.03794
May	244	0.03794
May	245	0.03652
May	246	0.03652
May	247	0.03716
May	248	0.03716
May	249	0.03683
May	250	0.03683
May	251	0.03748
May	252	0.03748
May	253	0.03911
May	254	0.03911
May	255	0.04217
May	256	0.04217
May	257	0.043
May	258	0.043
May	259	0.0392
May	260	0.0392
May	261	0.03872
May	262	0.03872
May	263	0.03685
May	264	0.03685
May	265	0.03622
May	266	0.03622
May	267	0.03341
May	268	0.03341
May	269	0.03209
May	270	0.03209
May	271	0.03209
May	272	0.03209
May	273	0.0347
May	274	0.0347
May	275	0.03736
May	276	0.03736
May	277	0.0399
May	278	0.0399
May	279	0.03788
May	280	0.03788
May	281	0.03794
May	282	0.03794
May	283	0.03889
May	284	0.03889
May	285	0.03551
May	286	0.03551
May	287	0.03645
May	288	0.03645
May	289	0.03051
May	290	0.03051
May	291	0.02787
May	292	0.02787
May	293	0.02412
May	294	0.02412
May	295	0.02258
May	296	0.02258
May	297	0.02188
May	298	0.02188
May	299	0.02403
May	300	0.02403
May	301	0.0247
May	302	0.0247
May	303	0.02812
May	304	0.02812
May	305	0.02229
May	306	0.02229
May	307	0.01273
May	308	0.01273
May	309	0.01097
May	310	0.01097
May	311	0.01008
May	312	0.01008
May	313	3e-05
May	314	3e-05
May	315	-0.01088
May	316	-0.01088
May	317	-0.01835
May	318	-0.01835
May	319	-0.00445
May	320	-0.00445
May	321	0.01196
May	322	0.01196
May	323	0.03123
May	324	0.03123
May	325	0.03652
May	326	0.03652
May	327	0.04
May	328	0.04
May	329	0.04087
May	330	0.04087
May	331	0.0416
May	332	0.0416
May	333	0.03481
May	334	0.03481
May	335	0.03569
May	336	0.03569
June	1	0.02336
June	2	0.02336
June	3	0.02078
June	4	0.02078
June	5	0.01997
June	6	0.01997
June	7	0.01964
June	8	0.01964
June	9	0.02404
June	10	0.02404
June	11	0.04062
June	12	0.04062
June	13	0.04492
June	14	0.04492
June	15	0.04502
June	16	0.04502
June	17	0.04181
June	18	0.04181
June	19	0.03936
June	20	0.03936
June	21	0.03771
June	22	0.03771
June	23	0.03625
June	24	0.03625
June	25	0.03546
June	26	0.03546
June	27	0.03523
June	28	0.03523
June	29	0.03568
June	30	0.03568
June	31	0.03569
June	32	0.03569
June	33	0.04297
June	34	0.04297
June	35	0.04542
June	36	0.04542
June	37	0.0505
June	38	0.0505
June	39	0.04897
June	40	0.04897
June	41	0.0479
June	42	0.0479
June	43	0.04596
June	44	0.04596
June	45	0.0414
June	46	0.0414
June	47	0.03474
June	48	0.03474
June	49	0.03299
June	50	0.03299
June	51	0.03186
June	52	0.03186
June	53	0.03069
June	54	0.03069
June	55	0.03132
June	56	0.03132
June	57	0.03391
June	58	0.03391
June	59	0.04096
June	60	0.04096
June	61	0.04718
June	62	0.04718
June	63	0.0543
June	64	0.0543
June	65	0.04693
June	66	0.04693
June	67	0.04224
June	68	0.04224
June	69	0.041
June	70	0.041
June	71	0.03756
June	72	0.03756
June	73	0.0365
June	74	0.0365
June	75	0.03519
June	76	0.03519
June	77	0.03447
June	78	0.03447
June	79	0.03665
June	80	0.03665
June	81	0.04292
June	82	0.04292
June	83	0.04494
June	84	0.04494
June	85	0.04568
June	86	0.04568
June	87	0.04472
June	88	0.04472
June	89	0.03828
June	90	0.03828
June	91	0.03383
June	92	0.03383
June	93	0.02801
June	94	0.02801
June	95	0.02748
June	96	0.02748
June	97	0.02606
June	98	0.02606
June	99	0.02455
June	100	0.02455
June	101	0.02454
June	102	0.02454
June	103	0.02531
June	104	0.02531
June	105	0.02775
June	106	0.02775
June	107	0.03752
June	108	0.03752
June	109	0.04451
June	110	0.04451
June	111	0.04499
June	112	0.04499
June	113	0.04397
June	114	0.04397
June	115	0.04138
June	116	0.04138
June	117	0.04046
June	118	0.04046
June	119	0.03885
June	120	0.03885
June	121	0.03632
June	122	0.03632
June	123	0.03619
June	124	0.03619
June	125	0.03801
June	126	0.03801
June	127	0.039
June	128	0.039
June	129	0.04345
June	130	0.04345
June	131	0.04765
June	132	0.04765
June	133	0.05468
June	134	0.05468
June	135	0.0471
June	136	0.0471
June	137	0.04368
June	138	0.04368
June	139	0.03999
June	140	0.03999
June	141	0.03209
June	142	0.03209
June	143	0.0285
June	144	0.0285
June	145	0.0265
June	146	0.0265
June	147	0.02464
June	148	0.02464
June	149	0.02403
June	150	0.02403
June	151	0.02406
June	152	0.02406
June	153	0.02754
June	154	0.02754
June	155	0.03216
June	156	0.03216
June	157	0.04073
June	158	0.04073
June	159	0.04291
June	160	0.04291
June	161	0.03993
June	162	0.03993
June	163	0.03411
June	164	0.03411
June	165	0.03362
June	166	0.03362
June	167	0.03231
June	168	0.03231
June	169	0.032
June	170	0.032
June	171	0.032
June	172	0.032
June	173	0.03253
June	174	0.03253
June	175	0.03358
June	176	0.03358
June	177	0.03576
June	178	0.03576
June	179	0.04298
June	180	0.04298
June	181	0.04993
June	182	0.04993
June	183	0.0574
June	184	0.0574
June	185	0.05146
June	186	0.05146
June	187	0.04648
June	188	0.04648
June	189	0.041
June	190	0.041
June	191	0.04005
June	192	0.04005
June	193	0.03415
June	194	0.03415
June	195	0.03246
June	196	0.03246
June	197	0.03314
June	198	0.03314
June	199	0.03209
June	200	0.03209
June	201	0.03249
June	202	0.03249
June	203	0.04807
June	204	0.04807
June	205	0.06771
June	206	0.06771
June	207	0.06698
June	208	0.06698
June	209	0.04593
June	210	0.04593
June	211	0.03721
June	212	0.03721
June	213	0.03339
June	214	0.03339
June	215	0.03009
June	216	0.03009
June	217	0.0277
June	218	0.0277
June	219	0.02707
June	220	0.02707
June	221	0.02721
June	222	0.02721
June	223	0.02866
June	224	0.02866
June	225	0.03127
June	226	0.03127
June	227	0.03992
June	228	0.03992
June	229	0.04204
June	230	0.04204
June	231	0.04007
June	232	0.04007
June	233	0.033
June	234	0.033
June	235	0.03004
June	236	0.03004
June	237	0.02641
June	238	0.02641
June	239	0.02902
June	240	0.02902
June	241	0.02876
June	242	0.02876
June	243	0.02929
June	244	0.02929
June	245	0.03001
June	246	0.03001
June	247	0.02907
June	248	0.02907
June	249	0.02901
June	250	0.02901
June	251	0.02902
June	252	0.02902
June	253	0.02706
June	254	0.02706
June	255	0.02609
June	256	0.02609
June	257	0.0271
June	258	0.0271
June	259	0.02704
June	260	0.02704
June	261	0.02804
June	262	0.02804
June	263	0.02808
June	264	0.02808
June	265	0.02877
June	266	0.02877
June	267	0.02901
June	268	0.02901
June	269	0.02922
June	270	0.02922
June	271	0.03001
June	272	0.03001
June	273	0.03004
June	274	0.03004
June	275	0.03001
June	276	0.03001
June	277	0.03008
June	278	0.03008
June	279	0.03005
June	280	0.03005
June	281	0.03004
June	282	0.03004
June	283	0.02809
June	284	0.02809
June	285	0.02695
June	286	0.02695
June	287	0.02562
June	288	0.02562
June	289	0.01424
June	290	0.01424
June	291	0.01245
June	292	0.01245
June	293	0.00916
June	294	0.00916
June	295	0.01112
June	296	0.01112
June	297	0.01072
June	298	0.01072
June	299	0.01514
June	300	0.01514
June	301	0.01357
June	302	0.01357
June	303	0.0158
June	304	0.0158
June	305	0.0116
June	306	0.0116
June	307	0.00725
June	308	0.00725
June	309	0.0135
June	310	0.0135
June	311	0.01616
June	312	0.01616
June	313	0.01437
June	314	0.01437
June	315	0.01522
June	316	0.01522
June	317	0.01794
June	318	0.01794
June	319	0.02468
June	320	0.02468
June	321	0.02961
June	322	0.02961
June	323	0.04199
June	324	0.04199
June	325	0.04591
June	326	0.04591
June	327	0.04582
June	328	0.04582
June	329	0.04183
June	330	0.04183
June	331	0.03996
June	332	0.03996
June	333	0.0356
June	334	0.0356
June	335	0.03332
June	336	0.03332
July	1	0.02623
July	2	0.02623
July	3	0.02504
July	4	0.02504
July	5	0.02494
July	6	0.02494
July	7	0.02604
July	8	0.02604
July	9	0.02714
July	10	0.02714
July	11	0.04092
July	12	0.04092
July	13	0.0531
July	14	0.0531
July	15	0.05285
July	16	0.05285
July	17	0.04113
July	18	0.04113
July	19	0.03757
July	20	0.03757
July	21	0.03285
July	22	0.03285
July	23	0.02946
July	24	0.02946
July	25	0.02802
July	26	0.02802
July	27	0.02801
July	28	0.02801
July	29	0.027
July	30	0.027
July	31	0.02682
July	32	0.02682
July	33	0.0275
July	34	0.0275
July	35	0.03103
July	36	0.03103
July	37	0.03649
July	38	0.03649
July	39	0.03632
July	40	0.03632
July	41	0.03493
July	42	0.03493
July	43	0.03724
July	44	0.03724
July	45	0.03197
July	46	0.03197
July	47	0.0289
July	48	0.0289
July	49	0.02697
July	50	0.02697
July	51	0.02548
July	52	0.02548
July	53	0.02475
July	54	0.02475
July	55	0.02491
July	56	0.02491
July	57	0.02699
July	58	0.02699
July	59	0.031
July	60	0.031
July	61	0.03612
July	62	0.03612
July	63	0.0361
July	64	0.0361
July	65	0.03506
July	66	0.03506
July	67	0.03494
July	68	0.03494
July	69	0.03451
July	70	0.03451
July	71	0.03339
July	72	0.03339
July	73	0.03303
July	74	0.03303
July	75	0.03233
July	76	0.03233
July	77	0.03052
July	78	0.03052
July	79	0.02996
July	80	0.02996
July	81	0.03305
July	82	0.03305
July	83	0.03802
July	84	0.03802
July	85	0.044
July	86	0.044
July	87	0.05096
July	88	0.05096
July	89	0.04616
July	90	0.04616
July	91	0.04197
July	92	0.04197
July	93	0.03705
July	94	0.03705
July	95	0.03094
July	96	0.03094
July	97	0.02807
July	98	0.02807
July	99	0.0276
July	100	0.0276
July	101	0.02737
July	102	0.02737
July	103	0.02801
July	104	0.02801
July	105	0.02904
July	106	0.02904
July	107	0.03693
July	108	0.03693
July	109	0.0476
July	110	0.0476
July	111	0.04695
July	112	0.04695
July	113	0.03753
July	114	0.03753
July	115	0.03368
July	116	0.03368
July	117	0.0334
July	118	0.0334
July	119	0.03119
July	120	0.03119
July	121	0.03014
July	122	0.03014
July	123	0.0301
July	124	0.0301
July	125	0.02998
July	126	0.02998
July	127	0.03008
July	128	0.03008
July	129	0.033
July	130	0.033
July	131	0.03649
July	132	0.03649
July	133	0.04307
July	134	0.04307
July	135	0.04839
July	136	0.04839
July	137	0.04007
July	138	0.04007
July	139	0.03757
July	140	0.03757
July	141	0.03341
July	142	0.03341
July	143	0.02993
July	144	0.02993
July	145	0.02883
July	146	0.02883
July	147	0.02806
July	148	0.02806
July	149	0.02906
July	150	0.02906
July	151	0.02973
July	152	0.02973
July	153	0.03074
July	154	0.03074
July	155	0.03699
July	156	0.03699
July	157	0.04431
July	158	0.04431
July	159	0.03972
July	160	0.03972
July	161	0.03477
July	162	0.03477
July	163	0.03188
July	164	0.03188
July	165	0.03089
July	166	0.03089
July	167	0.02974
July	168	0.02974
July	169	0.02965
July	170	0.02965
July	171	0.02953
July	172	0.02953
July	173	0.02965
July	174	0.02965
July	175	0.0298
July	176	0.0298
July	177	0.03298
July	178	0.03298
July	179	0.03692
July	180	0.03692
July	181	0.04358
July	182	0.04358
July	183	0.04498
July	184	0.04498
July	185	0.0399
July	186	0.0399
July	187	0.03906
July	188	0.03906
July	189	0.0349
July	190	0.0349
July	191	0.0298
July	192	0.0298
July	193	0.029
July	194	0.029
July	195	0.0278
July	196	0.0278
July	197	0.02764
July	198	0.02764
July	199	0.0279
July	200	0.0279
July	201	0.02908
July	202	0.02908
July	203	0.03462
July	204	0.03462
July	205	0.04289
July	206	0.04289
July	207	0.04592
July	208	0.04592
July	209	0.0434
July	210	0.0434
July	211	0.038
July	212	0.038
July	213	0.0366
July	214	0.0366
July	215	0.03302
July	216	0.03302
July	217	0.03105
July	218	0.03105
July	219	0.02968
July	220	0.02968
July	221	0.02923
July	222	0.02923
July	223	0.0304
July	224	0.0304
July	225	0.03297
July	226	0.03297
July	227	0.03535
July	228	0.03535
July	229	0.04015
July	230	0.04015
July	231	0.04469
July	232	0.04469
July	233	0.04448
July	234	0.04448
July	235	0.04176
July	236	0.04176
July	237	0.03798
July	238	0.03798
July	239	0.03797
July	240	0.03797
July	241	0.0341
July	242	0.0341
July	243	0.03099
July	244	0.03099
July	245	0.03052
July	246	0.03052
July	247	0.03001
July	248	0.03001
July	249	0.02924
July	250	0.02924
July	251	0.02921
July	252	0.02921
July	253	0.02974
July	254	0.02974
July	255	0.03105
July	256	0.03105
July	257	0.031
July	258	0.031
July	259	0.02971
July	260	0.02971
July	261	0.02854
July	262	0.02854
July	263	0.02693
July	264	0.02693
July	265	0.02617
July	266	0.02617
July	267	0.0261
July	268	0.0261
July	269	0.0261
July	270	0.0261
July	271	0.02764
July	272	0.02764
July	273	0.02901
July	274	0.02901
July	275	0.03053
July	276	0.03053
July	277	0.03077
July	278	0.03077
July	279	0.02999
July	280	0.02999
July	281	0.02956
July	282	0.02956
July	283	0.03212
July	284	0.03212
July	285	0.02909
July	286	0.02909
July	287	0.02904
July	288	0.02904
July	289	0.026
July	290	0.026
July	291	0.02522
July	292	0.02522
July	293	0.02427
July	294	0.02427
July	295	0.0234
July	296	0.0234
July	297	0.02369
July	298	0.02369
July	299	0.02203
July	300	0.02203
July	301	0.02099
July	302	0.02099
July	303	0.02419
July	304	0.02419
July	305	0.02582
July	306	0.02582
July	307	0.02609
July	308	0.02609
July	309	0.02643
July	310	0.02643
July	311	0.02634
July	312	0.02634
July	313	0.02095
July	314	0.02095
July	315	0.01079
July	316	0.01079
July	317	0.00839
July	318	0.00839
July	319	0.0128
July	320	0.0128
July	321	0.02577
July	322	0.02577
July	323	0.0292
July	324	0.0292
July	325	0.03147
July	326	0.03147
July	327	0.03199
July	328	0.03199
July	329	0.03306
July	330	0.03306
July	331	0.03702
July	332	0.03702
July	333	0.03302
July	334	0.03302
July	335	0.03493
July	336	0.03493
August	1	0.03602
August	2	0.03602
August	3	0.03699
August	4	0.03699
August	5	0.03683
August	6	0.03683
August	7	0.03723
August	8	0.03723
August	9	0.04014
August	10	0.04014
August	11	0.048
August	12	0.048
August	13	0.05518
August	14	0.05518
August	15	0.05794
August	16	0.05794
August	17	0.05694
August	18	0.05694
August	19	0.05661
August	20	0.05661
August	21	0.05558
August	22	0.05558
August	23	0.04522
August	24	0.04522
August	25	0.04823
August	26	0.04823
August	27	0.04542
August	28	0.04542
August	29	0.04591
August	30	0.04591
August	31	0.04675
August	32	0.04675
August	33	0.04858
August	34	0.04858
August	35	0.053
August	36	0.053
August	37	0.05111
August	38	0.05111
August	39	0.055
August	40	0.055
August	41	0.05113
August	42	0.05113
August	43	0.045
August	44	0.045
August	45	0.03987
August	46	0.03987
August	47	0.03848
August	48	0.03848
August	49	0.03692
August	50	0.03692
August	51	0.03462
August	52	0.03462
August	53	0.03369
August	54	0.03369
August	55	0.03467
August	56	0.03467
August	57	0.0376
August	58	0.0376
August	59	0.0398
August	60	0.0398
August	61	0.04365
August	62	0.04365
August	63	0.045
August	64	0.045
August	65	0.044
August	66	0.044
August	67	0.04196
August	68	0.04196
August	69	0.04137
August	70	0.04137
August	71	0.04002
August	72	0.04002
August	73	0.03887
August	74	0.03887
August	75	0.03897
August	76	0.03897
August	77	0.03899
August	78	0.03899
August	79	0.04004
August	80	0.04004
August	81	0.04384
August	82	0.04384
August	83	0.04893
August	84	0.04893
August	85	0.05178
August	86	0.05178
August	87	0.05387
August	88	0.05387
August	89	0.05299
August	90	0.05299
August	91	0.04912
August	92	0.04912
August	93	0.04097
August	94	0.04097
August	95	0.03703
August	96	0.03703
August	97	0.03599
August	98	0.03599
August	99	0.03576
August	100	0.03576
August	101	0.03592
August	102	0.03592
August	103	0.03588
August	104	0.03588
August	105	0.03716
August	106	0.03716
August	107	0.04099
August	108	0.04099
August	109	0.04582
August	110	0.04582
August	111	0.04507
August	112	0.04507
August	113	0.04498
August	114	0.04498
August	115	0.04447
August	116	0.04447
August	117	0.04452
August	118	0.04452
August	119	0.04216
August	120	0.04216
August	121	0.0437
August	122	0.0437
August	123	0.04181
August	124	0.04181
August	125	0.04288
August	126	0.04288
August	127	0.04404
August	128	0.04404
August	129	0.04562
August	130	0.04562
August	131	0.0437
August	132	0.0437
August	133	0.04315
August	134	0.04315
August	135	0.04268
August	136	0.04268
August	137	0.04194
August	138	0.04194
August	139	0.04055
August	140	0.04055
August	141	0.03764
August	142	0.03764
August	143	0.03274
August	144	0.03274
August	145	0.03135
August	146	0.03135
August	147	0.02925
August	148	0.02925
August	149	0.02825
August	150	0.02825
August	151	0.02907
August	152	0.02907
August	153	0.03238
August	154	0.03238
August	155	0.03817
August	156	0.03817
August	157	0.04314
August	158	0.04314
August	159	0.03998
August	160	0.03998
August	161	0.03747
August	162	0.03747
August	163	0.03256
August	164	0.03256
August	165	0.03046
August	166	0.03046
August	167	0.02877
August	168	0.02877
August	169	0.0285
August	170	0.0285
August	171	0.02837
August	172	0.02837
August	173	0.0287
August	174	0.0287
August	175	0.03076
August	176	0.03076
August	177	0.03599
August	178	0.03599
August	179	0.03904
August	180	0.03904
August	181	0.04305
August	182	0.04305
August	183	0.04337
August	184	0.04337
August	185	0.04363
August	186	0.04363
August	187	0.0421
August	188	0.0421
August	189	0.03812
August	190	0.03812
August	191	0.03492
August	192	0.03492
August	193	0.03457
August	194	0.03457
August	195	0.03496
August	196	0.03496
August	197	0.03493
August	198	0.03493
August	199	0.03491
August	200	0.03491
August	201	0.03691
August	202	0.03691
August	203	0.04411
August	204	0.04411
August	205	0.05392
August	206	0.05392
August	207	0.0499
August	208	0.0499
August	209	0.04393
August	210	0.04393
August	211	0.03984
August	212	0.03984
August	213	0.03838
August	214	0.03838
August	215	0.03738
August	216	0.03738
August	217	0.03564
August	218	0.03564
August	219	0.03497
August	220	0.03497
August	221	0.03496
August	222	0.03496
August	223	0.03779
August	224	0.03779
August	225	0.04094
August	226	0.04094
August	227	0.04366
August	228	0.04366
August	229	0.0434
August	230	0.0434
August	231	0.04007
August	232	0.04007
August	233	0.0377
August	234	0.0377
August	235	0.03426
August	236	0.03426
August	237	0.03126
August	238	0.03126
August	239	0.03402
August	240	0.03402
August	241	0.03
August	242	0.03
August	243	0.02971
August	244	0.02971
August	245	0.02714
August	246	0.02714
August	247	0.02598
August	248	0.02598
August	249	0.02108
August	250	0.02108
August	251	0.02207
August	252	0.02207
August	253	0.02844
August	254	0.02844
August	255	0.02969
August	256	0.02969
August	257	0.02616
August	258	0.02616
August	259	0.03301
August	260	0.03301
August	261	0.03309
August	262	0.03309
August	263	0.03491
August	264	0.03491
August	265	0.03592
August	266	0.03592
August	267	0.03591
August	268	0.03591
August	269	0.03592
August	270	0.03592
August	271	0.03495
August	272	0.03495
August	273	0.03304
August	274	0.03304
August	275	0.01188
August	276	0.01188
August	277	0.0263
August	278	0.0263
August	279	0.0279
August	280	0.0279
August	281	0.02909
August	282	0.02909
August	283	0.03183
August	284	0.03183
August	285	0.02895
August	286	0.02895
August	287	0.02513
August	288	0.02513
August	289	0.01885
August	290	0.01885
August	291	0.01469
August	292	0.01469
August	293	0.0127
August	294	0.0127
August	295	0.01313
August	296	0.01313
August	297	0.01362
August	298	0.01362
August	299	0.01213
August	300	0.01213
August	301	0.00998
August	302	0.00998
August	303	0.01278
August	304	0.01278
August	305	0.0121
August	306	0.0121
August	307	0.01505
August	308	0.01505
August	309	0.023
August	310	0.023
August	311	0.01509
August	312	0.01509
August	313	0.01206
August	314	0.01206
August	315	0.0099
August	316	0.0099
August	317	0.00352
August	318	0.00352
August	319	0.01539
August	320	0.01539
August	321	0.02753
August	322	0.02753
August	323	0.0362
August	324	0.0362
August	325	0.04304
August	326	0.04304
August	327	0.04953
August	328	0.04953
August	329	0.04928
August	330	0.04928
August	331	0.04
August	332	0.04
August	333	0.03729
August	334	0.03729
August	335	0.02879
August	336	0.02879
September	1	0.02697
September	2	0.02697
September	3	0.02596
September	4	0.02596
September	5	0.025
September	6	0.025
September	7	0.02563
September	8	0.02563
September	9	0.02829
September	10	0.02829
September	11	0.03821
September	12	0.03821
September	13	0.04609
September	14	0.04609
September	15	0.04955
September	16	0.04955
September	17	0.04829
September	18	0.04829
September	19	0.04407
September	20	0.04407
September	21	0.04181
September	22	0.04181
September	23	0.03899
September	24	0.03899
September	25	0.03819
September	26	0.03819
September	27	0.03673
September	28	0.03673
September	29	0.03599
September	30	0.03599
September	31	0.03757
September	32	0.03757
September	33	0.04084
September	34	0.04084
September	35	0.04541
September	36	0.04541
September	37	0.05882
September	38	0.05882
September	39	0.05237
September	40	0.05237
September	41	0.04692
September	42	0.04692
September	43	0.04076
September	44	0.04076
September	45	0.03524
September	46	0.03524
September	47	0.03193
September	48	0.03193
September	49	0.02815
September	50	0.02815
September	51	0.02695
September	52	0.02695
September	53	0.0243
September	54	0.0243
September	55	0.0241
September	56	0.0241
September	57	0.02823
September	58	0.02823
September	59	0.03244
September	60	0.03244
September	61	0.04074
September	62	0.04074
September	63	0.04103
September	64	0.04103
September	65	0.03796
September	66	0.03796
September	67	0.03415
September	68	0.03415
September	69	0.03492
September	70	0.03492
September	71	0.0331
September	72	0.0331
September	73	0.03255
September	74	0.03255
September	75	0.03242
September	76	0.03242
September	77	0.03201
September	78	0.03201
September	79	0.03329
September	80	0.03329
September	81	0.03976
September	82	0.03976
September	83	0.04496
September	84	0.04496
September	85	0.05083
September	86	0.05083
September	87	0.05299
September	88	0.05299
September	89	0.04612
September	90	0.04612
September	91	0.0409
September	92	0.0409
September	93	0.03608
September	94	0.03608
September	95	0.03131
September	96	0.03131
September	97	0.029
September	98	0.029
September	99	0.029
September	100	0.029
September	101	0.02827
September	102	0.02827
September	103	0.02883
September	104	0.02883
September	105	0.02951
September	106	0.02951
September	107	0.03976
September	108	0.03976
September	109	0.04281
September	110	0.04281
September	111	0.04529
September	112	0.04529
September	113	0.04296
September	114	0.04296
September	115	0.03773
September	116	0.03773
September	117	0.03257
September	118	0.03257
September	119	0.03018
September	120	0.03018
September	121	0.02939
September	122	0.02939
September	123	0.02944
September	124	0.02944
September	125	0.0289
September	126	0.0289
September	127	0.02886
September	128	0.02886
September	129	0.03168
September	130	0.03168
September	131	0.03805
September	132	0.03805
September	133	0.04026
September	134	0.04026
September	135	0.04067
September	136	0.04067
September	137	0.03825
September	138	0.03825
September	139	0.0353
September	140	0.0353
September	141	0.03001
September	142	0.03001
September	143	0.028
September	144	0.028
September	145	0.02596
September	146	0.02596
September	147	0.02536
September	148	0.02536
September	149	0.02421
September	150	0.02421
September	151	0.02506
September	152	0.02506
September	153	0.02634
September	154	0.02634
September	155	0.03368
September	156	0.03368
September	157	0.03962
September	158	0.03962
September	159	0.04063
September	160	0.04063
September	161	0.03766
September	162	0.03766
September	163	0.03418
September	164	0.03418
September	165	0.03894
September	166	0.03894
September	167	0.03897
September	168	0.03897
September	169	0.03899
September	170	0.03899
September	171	0.03899
September	172	0.03899
September	173	0.03891
September	174	0.03891
September	175	0.03004
September	176	0.03004
September	177	0.03226
September	178	0.03226
September	179	0.03609
September	180	0.03609
September	181	0.03995
September	182	0.03995
September	183	0.04092
September	184	0.04092
September	185	0.03895
September	186	0.03895
September	187	0.03621
September	188	0.03621
September	189	0.03095
September	190	0.03095
September	191	0.02628
September	192	0.02628
September	193	0.02564
September	194	0.02564
September	195	0.02436
September	196	0.02436
September	197	0.02474
September	198	0.02474
September	199	0.02571
September	200	0.02571
September	201	0.02618
September	202	0.02618
September	203	0.03371
September	204	0.03371
September	205	0.03823
September	206	0.03823
September	207	0.03907
September	208	0.03907
September	209	0.039
September	210	0.039
September	211	0.03749
September	212	0.03749
September	213	0.03364
September	214	0.03364
September	215	0.03047
September	216	0.03047
September	217	0.02902
September	218	0.02902
September	219	0.02872
September	220	0.02872
September	221	0.02855
September	222	0.02855
September	223	0.02915
September	224	0.02915
September	225	0.03349
September	226	0.03349
September	227	0.03826
September	228	0.03826
September	229	0.03931
September	230	0.03931
September	231	0.04007
September	232	0.04007
September	233	0.0384
September	234	0.0384
September	235	0.03789
September	236	0.03789
September	237	0.03407
September	238	0.03407
September	239	0.03201
September	240	0.03201
September	241	0.03
September	242	0.03
September	243	0.02944
September	244	0.02944
September	245	0.02923
September	246	0.02923
September	247	0.02945
September	248	0.02945
September	249	0.02999
September	250	0.02999
September	251	0.03257
September	252	0.03257
September	253	0.03509
September	254	0.03509
September	255	0.03653
September	256	0.03653
September	257	0.03997
September	258	0.03997
September	259	0.03998
September	260	0.03998
September	261	0.03699
September	262	0.03699
September	263	0.036
September	264	0.036
September	265	0.03505
September	266	0.03505
September	267	0.03396
September	268	0.03396
September	269	0.03344
September	270	0.03344
September	271	0.03339
September	272	0.03339
September	273	0.03898
September	274	0.03898
September	275	0.04156
September	276	0.04156
September	277	0.04401
September	278	0.04401
September	279	0.04589
September	280	0.04589
September	281	0.039
September	282	0.039
September	283	0.03798
September	284	0.03798
September	285	0.03478
September	286	0.03478
September	287	0.03446
September	288	0.03446
September	289	0.03261
September	290	0.03261
September	291	0.03236
September	292	0.03236
September	293	0.03201
September	294	0.03201
September	295	0.03192
September	296	0.03192
September	297	0.03208
September	298	0.03208
September	299	0.03239
September	300	0.03239
September	301	0.0332
September	302	0.0332
September	303	0.035
September	304	0.035
September	305	0.03727
September	306	0.03727
September	307	0.03631
September	308	0.03631
September	309	0.03619
September	310	0.03619
September	311	0.03546
September	312	0.03546
September	313	0.0322
September	314	0.0322
September	315	0.0323
September	316	0.0323
September	317	0.03237
September	318	0.03237
September	319	0.03426
September	320	0.03426
September	321	0.0393
September	322	0.0393
September	323	0.04311
September	324	0.04311
September	325	0.04769
September	326	0.04769
September	327	0.05194
September	328	0.05194
September	329	0.04549
September	330	0.04549
September	331	0.0425
September	332	0.0425
September	333	0.03827
September	334	0.03827
September	335	0.03833
September	336	0.03833
October	1	0.02707
October	2	0.02707
October	3	0.027
October	4	0.027
October	5	0.02819
October	6	0.02819
October	7	0.02726
October	8	0.02726
October	9	0.03023
October	10	0.03023
October	11	0.05089
October	12	0.05089
October	13	0.05649
October	14	0.05649
October	15	0.05986
October	16	0.05986
October	17	0.05651
October	18	0.05651
October	19	0.05308
October	20	0.05308
October	21	0.05175
October	22	0.05175
October	23	0.04991
October	24	0.04991
October	25	0.0488
October	26	0.0488
October	27	0.04757
October	28	0.04757
October	29	0.04804
October	30	0.04804
October	31	0.04878
October	32	0.04878
October	33	0.0515
October	34	0.0515
October	35	0.05491
October	36	0.05491
October	37	0.06176
October	38	0.06176
October	39	0.05338
October	40	0.05338
October	41	0.04369
October	42	0.04369
October	43	0.04012
October	44	0.04012
October	45	0.03307
October	46	0.03307
October	47	0.03064
October	48	0.03064
October	49	0.02793
October	50	0.02793
October	51	0.025
October	52	0.025
October	53	0.02298
October	54	0.02298
October	55	0.02213
October	56	0.02213
October	57	0.032
October	58	0.032
October	59	0.03608
October	60	0.03608
October	61	0.046
October	62	0.046
October	63	0.04792
October	64	0.04792
October	65	0.04797
October	66	0.04797
October	67	0.047
October	68	0.047
October	69	0.04475
October	70	0.04475
October	71	0.04349
October	72	0.04349
October	73	0.0397
October	74	0.0397
October	75	0.03826
October	76	0.03826
October	77	0.03692
October	78	0.03692
October	79	0.03632
October	80	0.03632
October	81	0.04062
October	82	0.04062
October	83	0.04506
October	84	0.04506
October	85	0.05039
October	86	0.05039
October	87	0.04281
October	88	0.04281
October	89	0.03525
October	90	0.03525
October	91	0.034
October	92	0.034
October	93	0.02902
October	94	0.02902
